#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
"00bc0cacffdebe6b11bdeec56f63ee49_jpg.rf.59f0f02a28f020d480fd5d1d8aa32f6d.jpg,22018,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":202,""""y"""":61,""""width"""":32,""""height"""":73}"",""{""""name_object"""":""""black-queen""""}"""
"00bc0cacffdebe6b11bdeec56f63ee49_jpg.rf.59f0f02a28f020d480fd5d1d8aa32f6d.jpg,22018,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":202,""""y"""":61,""""width"""":32,""""height"""":73}"",""{""""name_object"""":""""black-queen""""}"""
"0115e4df73475b550e5c6f7a88b2474f_jpg.rf.dfa577bd4af5440d689046c2f48bc48e.jpg,21811,""{}"",1,0,""{""""name"""":""""rect"""",""""x"""":201,""""y"""":0,""""width"""":32,""""height"""":61}"",""{""""name_object"""":""""white-queen""""}"""
"02f0931b536dfba10affc3231a3d64fb_jpg.rf.7daf233a70122377355a36ca33e82aa4.jpg,21896,""{}"",2,0,""{""""name"""":""""rect"""",""""x"""":208,""""y"""":150,""""width"""":30,""""height"""":59}"",""{""""name_object"""":""""white-bishop""""}"""
"02f0931b536dfba10affc3231a3d64fb_jpg.rf.7daf233a70122377355a36ca33e82aa4.jpg,21896,""{}"",2,1,""{""""name"""":""""rect"""",""""x"""":208,""""y"""":150,""""width"""":30,""""height"""":59}"",""{""""name_object"""":""""white-bishop""""}"""
"0301b7f9ed4d5ba503fda79fc4370c29_jpg.rf.3ecfd27607406c9f46c1525efd39e17b.jpg,21767,""{}"",1,0,""{""""name"""":""""rect"""",""""x"""":170,""""y"""":202,""""width"""":28,""""height"""":57}"",""{""""name_object"""":""""white-pawn""""}"""
"03886821377011fec599e8fa12d86e89_jpg.rf.78d439f975872bc0120d597bd265684b.jpg,21900,""{}"",1,0,""{""""name"""":""""rect"""",""""x"""":213,""""y"""":163,""""width"""":21,""""height"""":50}"",""{""""name_object"""":""""black-pawn""""}"""
"03d3ff4582c8125d69c19a72f846bec8_jpg.rf.5f77781cbc56eff8679f258ff4f7cc9f.jpg,28917,""{}"",64,0,""{""""name"""":""""rect"""",""""x"""":104,""""y"""":2,""""width"""":28,""""height"""":42}"",""{""""name_object"""":""""white-pawn""""}"""
"03d3ff4582c8125d69c19a72f846bec8_jpg.rf.5f77781cbc56eff8679f258ff4f7cc9f.jpg,28917,""{}"",64,1,""{""""name"""":""""rect"""",""""x"""":103,""""y"""":37,""""width"""":29,""""height"""":39}"",""{""""name_object"""":""""white-pawn""""}"""
"03d3ff4582c8125d69c19a72f846bec8_jpg.rf.5f77781cbc56eff8679f258ff4f7cc9f.jpg,28917,""{}"",64,10,""{""""name"""":""""rect"""",""""x"""":266,""""y"""":72,""""width"""":36,""""height"""":43}"",""{""""name_object"""":""""black-pawn""""}"""
